run_name,source_file,run_family,model_guess,file_hash,threshold,n_news,gold_positive_pairs,pred_positive_pairs,pred_mean_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_relevant_precision,any_relevant_recall,any_relevant_f1,false_relevant_news,missed_all_relevant_news,error_rows
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_gold_mimic_broad_v1_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_gold_mimic_broad_v1_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,40b6a8f7da4c,0.90,237,225,199,0.8396624472573839,0.592964824120603,0.5244444444444445,0.5566037735849056,0.3599960264830954,0.6023909985935302,0.8666666666666667,0.7738095238095238,0.8176100628930818,20,38,108
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e2b_direct_core_recall_v2_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e2b_direct_core_recall_v2_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e2b,7f5624219928,default,237,225,169,0.7130801687763713,0.5739644970414202,0.4311111111111111,0.49238578680203043,0.308062950937951,0.5315049226441632,0.8441558441558441,0.7738095238095238,0.8074534161490683,24,38,360
v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_search237,v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_search237.csv,v3_social_signal,unknown,4b6ba0718740,0.35,237,252,142,0.5991561181434599,0.6830985915492958,0.38492063492063494,0.49238578680203043,0.2926809364878698,0.5174402250351617,0.9185185185185185,0.6813186813186813,0.7823343848580442,11,58,288
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_brief_thinking_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_brief_thinking_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,7158421cc552,0.85,237,225,206,0.869198312236287,0.5145631067961165,0.4711111111111111,0.4918793503480278,0.355981392173921,0.48959212376933897,0.7873563218390804,0.8154761904761905,0.8011695906432749,37,31,180
v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_search237,v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_search237.csv,v3_social_signal,unknown,216630425b67,0.35,237,252,208,0.8776371308016878,0.5432692307692307,0.44841269841269843,0.49130434782608695,0.23001714811345145,0.49718706047819977,0.8421052631578947,0.8791208791208791,0.8602150537634409,30,22,144
manual_dataset_prompt_search_best_balanced_recall_v2,manual_dataset_prompt_search_best_balanced_recall_v2.csv,prompt_search,unknown,67a55211ca64,0.15,1000,915,783,0.783,0.5300127713920817,0.453551912568306,0.48881036513545345,0.260526325976351,0.4879,0.7949400798934754,0.8234482758620689,0.8089430894308943,154,128,0
prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc,prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc.csv,prompt_search,gemma4:e2b,67a55211ca64,0.15,1000,915,783,0.783,0.5300127713920817,0.453551912568306,0.48881036513545345,0.260526325976351,0.4879,0.7949400798934754,0.8234482758620689,0.8089430894308943,154,128,0
v3_social_signal_experiment_social_signal_v3_think_true_v3_b1_search237_think,v3_social_signal_experiment_social_signal_v3_think_true_v3_b1_search237_think.csv,v3_social_signal,unknown,e644b2692a8b,0.35,237,252,146,0.6160337552742616,0.6643835616438356,0.38492063492063494,0.48743718592964824,0.3109674295297796,0.510267229254571,0.9236641221374046,0.6648351648351648,0.7731629392971247,10,61,0
prompt_search_search_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc,prompt_search_search_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc.csv,prompt_search,gemma4:e2b,fd937e0802ac,0.05,300,307,236,0.7866666666666666,0.559322033898305,0.42996742671009774,0.4861878453038674,0.24686306757077944,0.5118888888888888,0.8732394366197183,0.8193832599118943,0.8454545454545455,27,41,0
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_business_migration_fixed_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_business_migration_fixed_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,458fb7b43b74,0.75,237,225,224,0.9451476793248945,0.48660714285714285,0.48444444444444446,0.48552338530066813,0.2916485883346348,0.5129395218002812,0.8152173913043478,0.8928571428571429,0.8522727272727273,34,18,72
thinking_recall_experiment_latent_candidate_v3_think_true,thinking_recall_experiment_latent_candidate_v3_think_true.csv,thinking_recall,unknown,75e78caf34e3,0.45,300,307,426,1.42,0.4131455399061033,0.5732899022801303,0.48021828103683495,0.45152837950628444,0.418,0.775,0.9559471365638766,0.8560157790927022,63,10,0
thinking_recall_experiment_recall_max_v1_think_true,thinking_recall_experiment_recall_max_v1_think_true.csv,thinking_recall,unknown,0a1f89003e6e,0.05,300,307,253,0.8433333333333334,0.5296442687747036,0.4364820846905538,0.4785714285714286,0.17976897244631798,0.4858888888888888,0.8291666666666667,0.8766519823788547,0.8522483940042827,41,28,0
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_search237,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_search237.csv,v4_social_signal,unknown,c00c5a9ef982,0.55,237,252,272,1.1476793248945147,0.45955882352941174,0.49603174603174605,0.4770992366412214,0.3997775029744339,0.4538677918424754,0.8177339901477833,0.9120879120879121,0.8623376623376623,37,16,0
v3_social_signal_experiment_social_signal_v4_think_false_v4_b1_search237,v3_social_signal_experiment_social_signal_v4_think_false_v4_b1_search237.csv,v3_social_signal,unknown,4c304747c0da,0.35,237,252,192,0.810126582278481,0.53125,0.40476190476190477,0.4594594594594595,0.2274652808039887,0.44936708860759494,0.8352941176470589,0.7802197802197802,0.8068181818181818,28,40,576
thinking_recall_experiment_recall_max_v1_think_false,thinking_recall_experiment_recall_max_v1_think_false.csv,thinking_recall,unknown,493ea6ae4dcf,0.05,300,307,256,0.8533333333333334,0.50390625,0.4201954397394137,0.458259325044405,0.18935886887213438,0.45933333333333326,0.8208333333333333,0.8678414096916299,0.8436830835117773,43,30,0
prompt_search_search_few_shot_major_v3_gemma4-e2b_5df03950348d_0c3d39008fbb,prompt_search_search_few_shot_major_v3_gemma4-e2b_5df03950348d_0c3d39008fbb.csv,prompt_search,gemma4:e2b,7a77980c4732,0.05,300,307,269,0.8966666666666666,0.483271375464684,0.4234527687296417,0.4513888888888889,0.24795375068425102,0.42833333333333334,0.7865168539325843,0.9251101321585903,0.8502024291497976,57,17,0
prompt_search_search_primary_first_v2_gemma4-e2b_5df03950348d_5f153b0981f2,prompt_search_search_primary_first_v2_gemma4-e2b_5df03950348d_5f153b0981f2.csv,prompt_search,gemma4:e2b,8ee55096ca35,0.05,300,307,230,0.7666666666666667,0.49130434782608695,0.36807817589576547,0.4208566108007449,0.24951903568444922,0.44133333333333336,0.8333333333333334,0.8149779735682819,0.8240534521158129,37,42,0
grouped_event_v1_search_think_true,grouped_event_v1_search_think_true.csv,grouped_event,unknown,b978d5c8b1cb,0.35,300,307,165,0.55,0.48484848484848486,0.26058631921824105,0.3389830508474576,0.2778383810964693,0.40706349206349207,0.9423076923076923,0.43171806167400884,0.5921450151057401,6,129,0
manual_dataset_llm_predictions_gemma4-e2b_social-risk-classification-v1_5df03950348d_033f6fd8763b,manual_dataset_llm_predictions_gemma4-e2b_social-risk-classification-v1_5df03950348d_033f6fd8763b.csv,other,gemma4:e2b,b33a2ced8145,0.05,1000,915,526,0.526,0.38783269961977185,0.22295081967213115,0.28313671061762663,0.15982652955033114,0.36706666666666665,0.8333333333333334,0.5724137931034483,0.678659035159444,83,310,0
prompt_search_full_production_v1_gemma4-e2b_5df03950348d_b6a2d2f27b85,prompt_search_full_production_v1_gemma4-e2b_5df03950348d_b6a2d2f27b85.csv,prompt_search,gemma4:e2b,b33a2ced8145,0.05,1000,915,526,0.526,0.38783269961977185,0.22295081967213115,0.28313671061762663,0.15982652955033114,0.36706666666666665,0.8333333333333334,0.5724137931034483,0.678659035159444,83,310,0
prompt_search_search_hard_negative_v2_gemma4-e2b_5df03950348d_1a35bcd28344,prompt_search_search_hard_negative_v2_gemma4-e2b_5df03950348d_1a35bcd28344.csv,prompt_search,gemma4:e2b,54a61e1a0164,0.25,300,307,76,0.25333333333333335,0.7105263157894737,0.1758957654723127,0.2819843342036554,0.20164426884739498,0.3872222222222222,0.9861111111111112,0.31277533039647576,0.47491638795986624,1,156,0
prompt_search_search_production_v1_gemma4-e2b_5df03950348d_b6a2d2f27b85,prompt_search_search_production_v1_gemma4-e2b_5df03950348d_b6a2d2f27b85.csv,prompt_search,gemma4:e2b,0b58fea15139,0.05,300,307,161,0.5366666666666666,0.40372670807453415,0.21172638436482086,0.2777777777777778,0.18012304009838906,0.35466666666666663,0.8807947019867549,0.5859030837004405,0.7037037037037037,18,94,0
thinking_recall_experiment_latent_candidate_v2_think_true,thinking_recall_experiment_latent_candidate_v2_think_true.csv,thinking_recall,unknown,a651fde759b2,0.35,300,307,32,0.10666666666666667,0.40625,0.04234527687296417,0.07669616519174041,0.04713064713064714,0.2544444444444444,0.7407407407407407,0.0881057268722467,0.15748031496062992,7,207,0
