run_name,source_file,run_family,model_guess,file_hash,threshold,n_news,gold_positive_pairs,pred_positive_pairs,pred_mean_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_relevant_precision,any_relevant_recall,any_relevant_f1,false_relevant_news,missed_all_relevant_news,error_rows
v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_high_recall_minimal_v2_think_nojson_guard2_ctx32768_tok8192_b1_pilot30,v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_high_recall_minimal_v2_think_nojson_guard2_ctx32768_tok8192_b1_pilot30.csv,v4_social_signal,gemma4:26b,a896f3b0d57b,0.35,30,22,23,0.7666666666666667,0.6521739130434783,0.6818181818181818,0.6666666666666666,0.5626623376623378,0.7633333333333333,0.9444444444444444,0.8947368421052632,0.918918918918919,1,2,72
v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq4_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2.partial,v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq4_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2.partial.csv,v4_social_signal,qwen3.6-35b:iq4,a1314553cd3e,0.90,8,5,4,0.5,0.75,0.6,0.6666666666666666,0.5333333333333333,0.7916666666666666,0.75,1.0,0.8571428571428571,1,0,0
v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot8,v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot8.csv,v4_social_signal,gemma4:26b,a8d3082c4e73,0.70,8,6,10,1.25,0.5,0.8333333333333334,0.625,0.8333333333333334,0.7708333333333333,0.8333333333333334,1.0,0.9090909090909091,1,0,0
v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18.csv,v4_social_signal,unknown,dc871c8c6a42,0.75,18,12,14,0.7777777777777778,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.6363636363636364,0.6925925925925925,0.8888888888888888,0.8,0.8421052631578947,1,2,0
v4_social_signal_experiment_v4_prompt_think_false_v4pilot60_qwen35_9b_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2,v4_social_signal_experiment_v4_prompt_think_false_v4pilot60_qwen35_9b_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2.csv,v4_social_signal,qwen35-9b,e9d7fb0bdbab,0.90,41,37,27,0.6585365853658537,0.7037037037037037,0.5135135135135135,0.59375,0.4049755799755799,0.6097560975609756,0.84,0.7241379310344828,0.7777777777777778,4,8,0
v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot30,v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot30.csv,v4_social_signal,gemma4:26b,a72b2da2ccaf,0.70,30,22,36,1.2,0.4722222222222222,0.7727272727272727,0.5862068965517241,0.560374149659864,0.6444444444444444,0.8181818181818182,0.9473684210526315,0.8780487804878049,4,1,0
v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_gemma4_26b_social_signal_v9_f1_balanced_think_nojson_guard2_ctx32768_tok8192_b1,v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_gemma4_26b_social_signal_v9_f1_balanced_think_nojson_guard2_ctx32768_tok8192_b1.csv,v4_social_signal,gemma4:26b,78d98a686ffa,0.75,41,37,30,0.7317073170731707,0.6333333333333333,0.5135135135135135,0.5671641791044776,0.32976190476190476,0.556910569105691,0.8181818181818182,0.6206896551724138,0.7058823529411765,4,11,216
v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_high_recall_minimal_v1_think_nojson_guard2_ctx32768_tok8192_b1_pilot30,v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_high_recall_minimal_v1_think_nojson_guard2_ctx32768_tok8192_b1_pilot30.csv,v4_social_signal,gemma4:26b,8e2c7270d4ca,0.35,30,22,25,0.8333333333333334,0.48,0.5454545454545454,0.5106382978723404,0.42222222222222217,0.6411111111111112,0.9444444444444444,0.8947368421052632,0.918918918918919,1,2,36
v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_qwen35_9b_social_signal_v9_f1_balanced_think_nojson_guard2_ctx32768_tok8192_b1.partial,v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_qwen35_9b_social_signal_v9_f1_balanced_think_nojson_guard2_ctx32768_tok8192_b1.partial.csv,v4_social_signal,qwen35-9b,a25d70653e0c,0.90,3,3,1,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0,2,72
v3_social_signal_experiment_social_signal_v5_think_true_oldgold_gemma4_26b_ctx32768_tok8192_b1_pilot30_social_signal_v5_think_nojson_guard2.partial,v3_social_signal_experiment_social_signal_v5_think_true_oldgold_gemma4_26b_ctx32768_tok8192_b1_pilot30_social_signal_v5_think_nojson_guard2.partial.csv,v3_social_signal,gemma4:26b,ac323fa2adba,0.45,10,7,11,1.1,0.36363636363636365,0.5714285714285714,0.4444444444444444,0.5238095238095238,0.4833333333333333,0.7142857142857143,0.8333333333333334,0.7692307692307693,2,1,36
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18.csv,v4_social_signal,unknown,81ecc52c462c,0.50,18,12,17,0.9444444444444444,0.35294117647058826,0.5,0.41379310344827586,0.46969696969696967,0.5555555555555555,0.7692307692307693,1.0,0.8695652173913043,3,0,0
v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_pilot18,v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_pilot18.csv,v3_social_signal,unknown,56612fec7d13,0.35,18,12,8,0.4444444444444444,0.5,0.3333333333333333,0.4,0.3333333333333333,0.5555555555555555,0.8571428571428571,0.6,0.7058823529411765,1,4,72
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_search237.partial,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_search237.partial.csv,v4_social_signal,unknown,235a3367ad2e,0.40,21,13,20,0.9523809523809523,0.3,0.46153846153846156,0.36363636363636365,0.45454545454545453,0.47619047619047616,0.6666666666666666,0.9090909090909091,0.7692307692307693,5,1,0
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_text6k_pilot18,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_text6k_pilot18.csv,v4_social_signal,unknown,1a1e7d7835ae,0.50,18,12,16,0.8888888888888888,0.3125,0.4166666666666667,0.35714285714285715,0.37878787878787873,0.4999999999999999,0.75,0.9,0.8181818181818182,3,1,0
v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_direct_core_targeted_v7_think_nojson_guard_ctx32768_tok4096_b1_pilot6,v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_direct_core_targeted_v7_think_nojson_guard_ctx32768_tok4096_b1_pilot6.csv,v4_social_signal,gemma4:26b,00f089ca4bb6,0.90,6,3,3,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,0.4,2,1,72
v4_social_signal_experiment_v4_prompt_think_true_oldgold_qwen35_9b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot3,v4_social_signal_experiment_v4_prompt_think_true_oldgold_qwen35_9b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot3.csv,v4_social_signal,qwen35-9b,22569a72a9a2,default,3,3,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.6666666666666666,0,1,72
v3_social_signal_experiment_social_signal_v5_think_true_oldgold_gemma4_26b_ctx32768_tok8192_b1_pilot3_social_signal_v5_think_nojson_guard2,v3_social_signal_experiment_social_signal_v5_think_true_oldgold_gemma4_26b_ctx32768_tok8192_b1_pilot3_social_signal_v5_think_nojson_guard2.csv,v3_social_signal,gemma4:26b,c9b86bed5aa3,0.35,3,3,5,1.6666666666666667,0.2,0.3333333333333333,0.25,0.3333333333333333,0.16666666666666666,0.6666666666666666,1.0,0.8,1,0,0
v3_social_signal_experiment_social_signal_v1_think_false,v3_social_signal_experiment_social_signal_v1_think_false.csv,v3_social_signal,unknown,489b91865994,default,18,12,13,0.7222222222222222,0.23076923076923078,0.25,0.24,0.2424242424242424,0.2962962962962963,0.5454545454545454,0.6,0.5714285714285714,5,4,252
v3_social_signal_experiment_social_signal_v1_think_false_b1_pilot18,v3_social_signal_experiment_social_signal_v1_think_false_b1_pilot18.csv,v3_social_signal,unknown,3e5061e368e4,default,18,12,13,0.7222222222222222,0.23076923076923078,0.25,0.24,0.2424242424242424,0.2962962962962963,0.5454545454545454,0.6,0.5714285714285714,5,4,252
v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_pilot18,v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_pilot18.csv,v3_social_signal,unknown,d75c92993d2d,default,18,12,18,1.0,0.16666666666666666,0.25,0.2,0.13203463203463203,0.16666666666666666,0.5555555555555556,1.0,0.7142857142857143,8,0,0
v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial.csv,v4_social_signal,qwen3.6-35b:iq3,267d560a9407,0.40,4,4,6,1.5,0.16666666666666666,0.25,0.2,0.25,0.125,0.75,1.0,0.8571428571428571,1,0,0
v3_social_signal_experiment_social_signal_v2_think_false,v3_social_signal_experiment_social_signal_v2_think_false.csv,v3_social_signal,unknown,28590321c640,default,18,12,9,0.5,0.2222222222222222,0.16666666666666666,0.19047619047619047,0.1515151515151515,0.31481481481481477,0.42857142857142855,0.3,0.35294117647058826,4,7,396
v3_social_signal_experiment_social_signal_v2_think_false_b1_pilot18,v3_social_signal_experiment_social_signal_v2_think_false_b1_pilot18.csv,v3_social_signal,unknown,663ea5d483d7,default,18,12,9,0.5,0.2222222222222222,0.16666666666666666,0.19047619047619047,0.1515151515151515,0.31481481481481477,0.42857142857142855,0.3,0.35294117647058826,4,7,396
v4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_b1_search237.partial,v4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_b1_search237.partial.csv,v4_social_signal,gemma4:26b,5597dd74ebf7,default,15,8,0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0,7,540
v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_direct_core_targeted_v7_think_nojson_ctx32768_tok8192_b1_pilot6.partial,v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_direct_core_targeted_v7_think_nojson_ctx32768_tok8192_b1_pilot6.partial.csv,v4_social_signal,gemma4:26b,3276d21963ce,default,3,1,4,1.3333333333333333,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,1.0,0.6666666666666666,1,0,36
v4_social_signal_experiment_v4_prompt_think_true_qwen35_9b_direct_core_targeted_v7_think_nojson_ctx65536_tok32768_b2_pilot30.partial,v4_social_signal_experiment_v4_prompt_think_true_qwen35_9b_direct_core_targeted_v7_think_nojson_ctx65536_tok32768_b2_pilot30.partial.csv,v4_social_signal,qwen35-9b,43fe202d13d4,default,2,1,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0,1,72
v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_ctx32k_tok8k_b1_search237_think.partial,v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_ctx32k_tok8k_b1_search237_think.partial.csv,v4_social_signal,gemma4:26b,e2c82f1e1dc2,default,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,36
v4_social_signal_experiment_v4_prompt_think_true_qwen35_9b_direct_core_targeted_v7_think_nojson_guard_ctx32768_tok4096_b1_pilot3.partial,v4_social_signal_experiment_v4_prompt_think_true_qwen35_9b_direct_core_targeted_v7_think_nojson_guard_ctx32768_tok4096_b1_pilot3.partial.csv,v4_social_signal,qwen35-9b,e2c82f1e1dc2,default,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,36
v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_qwen35_9b_high_recall_minimal_v3_think_nojson_guard2_ctx32768_tok8192_b1.partial,v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_qwen35_9b_high_recall_minimal_v3_think_nojson_guard2_ctx32768_tok8192_b1.partial.csv,v4_social_signal,qwen35-9b,a2e0780f70e8,default,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,36
