run_id,file_name,family,model,prompt,is_partial,n_news,n_rows,complete_36x_rows,json_errors,threshold,threshold_value,scope,gold_pairs,pred_pairs,tp_pairs,fp_pairs_vs_scope,fn_pairs,mean_pred_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_precision,any_recall,any_f1,gold_news,pred_any_news,news_with_true_hit,true_hit_news_coverage,false_relevant_news,missed_all_scope_news
v3_social_signal_experiment_social_signal_v5_think_false_gemma4_e4b_v5_b1_search237,v3_social_signal_experiment_social_signal_v5_think_false_gemma4_e4b_v5_b1_search237.csv,v3_social_signal,gemma4:e4b,social_signal_v5,False,237,8532,True,0.0,0.55,0.55,all,656,480,324,156,332,2.0253164556962027,0.675,0.49390243902439024,0.5704225352112676,0.39173733031144947,0.5181577681577682,0.9680365296803652,0.933920704845815,0.9506726457399103,227,219,182,0.801762114537445,7,15
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_clean_fewshot_v6_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_clean_fewshot_v6_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,2.0,default,0.05,all,681,382,302,80,379,1.6118143459915613,0.7905759162303665,0.4434654919236417,0.5682031984948259,0.29524162816785476,0.5712778782399036,1.0,0.9704641350210971,0.9850107066381156,237,230,200,0.8438818565400844,0,7
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_balanced_v8_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_balanced_v8_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,2.0,default,0.05,all,681,371,296,75,385,1.5654008438818565,0.7978436657681941,0.434654919236417,0.5627376425855514,0.2748621864194308,0.5606657290201594,1.0,0.9324894514767933,0.9650655021834061,237,221,198,0.8354430379746836,0,16
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_targeted_v7_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_targeted_v7_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,3.0,default,0.05,all,681,351,286,65,395,1.481012658227848,0.8148148148148148,0.4199706314243759,0.5542635658914729,0.3324538330739562,0.5497573687447105,1.0,0.9367088607594937,0.9673202614379085,237,222,194,0.8185654008438819,0,15
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_gold_mimic_broad_v1_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_gold_mimic_broad_v1_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,3.0,default,0.05,all,681,464,301,163,380,1.9578059071729959,0.6487068965517241,0.4419970631424376,0.525764192139738,0.3373073569290187,0.527555238947644,1.0,0.9873417721518988,0.9936305732484076,237,234,193,0.8143459915611815,0,3
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_calibrated_v4_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_calibrated_v4_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,0.0,default,0.05,all,681,360,263,97,418,1.518987341772152,0.7305555555555555,0.38619676945668135,0.505283381364073,0.3390928127246803,0.4995521824635749,1.0,0.9704641350210971,0.9850107066381156,237,230,185,0.7805907172995781,0,7
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_recall_v2_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_recall_v2_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,2.0,default,0.05,all,681,304,243,61,438,1.2827004219409284,0.7993421052631579,0.3568281938325991,0.4934010152284264,0.2571157421051741,0.46974598303712234,1.0,0.869198312236287,0.9300225733634312,237,206,173,0.729957805907173,0,31
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_filtered_v3_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_filtered_v3_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,0.0,0.65,0.65,all,681,295,240,55,441,1.2447257383966244,0.8135593220338984,0.3524229074889868,0.4918032786885246,0.20137630393240502,0.48561047485098124,1.0,0.9113924050632911,0.9536423841059603,237,216,180,0.759493670886076,0,21
thinking_recall_experiment_latent_candidate_v3_think_true,thinking_recall_experiment_latent_candidate_v3_think_true.csv,thinking_recall,gemma4:e2b,latent_candidate_v3,False,237,8532,True,30.0,0.05,0.05,all,656,429,231,198,425,1.8101265822784811,0.5384615384615384,0.3521341463414634,0.4258064516129032,0.26952160666479924,0.37868589450867923,0.9578059071729957,1.0,0.978448275862069,227,237,150,0.6607929515418502,10,0
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_business_migration_fixed_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_business_migration_fixed_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,2.0,default,0.05,all,681,274,200,74,481,1.1561181434599157,0.7299270072992701,0.2936857562408223,0.418848167539267,0.22291429719030895,0.4014265621860559,1.0,0.8945147679324894,0.9443207126948775,237,212,161,0.679324894514768,0,25
v3_social_signal_experiment_social_signal_v3_think_true_v3_b1_search237_think,v3_social_signal_experiment_social_signal_v3_think_true_v3_b1_search237_think.csv,v3_social_signal,gemma4:e2b,social_signal_v3,False,237,8532,True,0.0,default,0.05,all,656,278,195,83,461,1.1729957805907174,0.7014388489208633,0.2972560975609756,0.41755888650963596,0.23220705899988622,0.4037338423414373,0.9576271186440678,0.9955947136563876,0.9762419006479481,227,236,170,0.748898678414097,10,1
v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_search237,v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_search237.csv,v3_social_signal,gemma4:e2b,social_signal_v3,False,237,8532,True,8.0,0.05,0.05,all,656,265,185,80,471,1.1181434599156117,0.6981132075471698,0.2820121951219512,0.4017372421281216,0.18703064557165094,0.40182841068917013,0.9563318777292577,0.9647577092511013,0.9605263157894737,227,229,167,0.73568281938326,10,8
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_search237,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_search237.csv,v4_social_signal,gemma4:e2b,v4_prompt,False,237,8532,True,0.0,default,0.15,all,656,317,192,125,464,1.3375527426160339,0.6056782334384858,0.2926829268292683,0.394655704008222,0.3089303910871715,0.3651295961422543,0.9601769911504425,0.9559471365638766,0.9580573951434879,227,226,147,0.6475770925110133,9,10
v3_social_signal_experiment_social_signal_v4_think_false_v4_b1_search237,v3_social_signal_experiment_social_signal_v4_think_false_v4_b1_search237.csv,v3_social_signal,gemma4:e2b,social_signal_v4,False,237,8532,True,16.0,default,0.05,all,656,252,174,78,482,1.0632911392405062,0.6904761904761905,0.2652439024390244,0.3832599118942731,0.1735505069383673,0.36901748040988547,0.9547511312217195,0.9295154185022027,0.9419642857142857,227,221,152,0.6696035242290749,10,16
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_brief_thinking_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_brief_thinking_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,5.0,default,0.05,all,681,293,184,109,497,1.2362869198312236,0.6279863481228669,0.2701908957415565,0.37782340862423,0.25425178858544456,0.3695407967559866,1.0,0.9451476793248945,0.9718004338394793,237,224,148,0.6244725738396625,0,13
v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_search237,v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_search237.csv,v3_social_signal,gemma4:e2b,social_signal_v5,False,237,8532,True,4.0,default,0.05,all,656,260,172,88,484,1.0970464135021096,0.6615384615384615,0.2621951219512195,0.37554585152838427,0.16672960790826363,0.37568146808653136,0.9570815450643777,0.9823788546255506,0.9695652173913043,227,233,157,0.6916299559471366,10,4
grouped_event_v1_search_think_true,grouped_event_v1_search_think_true.csv,grouped_event,gemma4:e2b,grouped_event_v1,False,237,8532,True,18.0,0.05,0.05,all,656,526,208,318,448,2.219409282700422,0.39543726235741444,0.3170731707317073,0.35194585448392557,0.24418953533235618,0.3118761454204492,0.9740932642487047,0.8281938325991189,0.8952380952380953,227,193,141,0.6211453744493393,5,39
thinking_recall_experiment_recall_max_v1_think_true,thinking_recall_experiment_recall_max_v1_think_true.csv,thinking_recall,gemma4:e2b,recall_max_v1,False,237,8532,True,0.0,0.05,0.05,all,656,201,146,55,510,0.8481012658227848,0.7263681592039801,0.2225609756097561,0.34072345390898484,0.12945351108424585,0.3477195097448261,0.9789473684210527,0.8193832599118943,0.8920863309352518,227,190,136,0.5991189427312775,4,41
prompt_search_search_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc,prompt_search_search_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc.csv,prompt_search,gemma4:e2b,balanced_recall_v2,False,237,8532,True,0.0,0.05,0.05,all,656,188,137,51,519,0.7932489451476793,0.7287234042553191,0.20884146341463414,0.3246445497630332,0.14535805179880334,0.33173598553345385,0.9824561403508771,0.7400881057268722,0.8442211055276382,227,171,130,0.5726872246696035,3,59
thinking_recall_experiment_recall_max_v1_think_false,thinking_recall_experiment_recall_max_v1_think_false.csv,thinking_recall,gemma4:e2b,recall_max_v1,False,237,8532,True,0.0,0.05,0.05,all,656,205,137,68,519,0.8649789029535865,0.6682926829268293,0.20884146341463414,0.31823461091753774,0.14028856213764918,0.3195700221016677,0.9738219895287958,0.8193832599118943,0.8899521531100478,227,191,126,0.5550660792951542,5,41
prompt_search_search_primary_first_v2_gemma4-e2b_5df03950348d_5f153b0981f2,prompt_search_search_primary_first_v2_gemma4-e2b_5df03950348d_5f153b0981f2.csv,prompt_search,gemma4:e2b,primary_first_v2,False,237,8532,True,0.0,0.05,0.05,all,656,181,127,54,529,0.7637130801687764,0.7016574585635359,0.19359756097560976,0.3034647550776583,0.16051580019737602,0.31479137365213317,0.9829545454545454,0.762114537444934,0.858560794044665,227,176,125,0.5506607929515418,3,54
prompt_search_search_few_shot_major_v3_gemma4-e2b_5df03950348d_0c3d39008fbb,prompt_search_search_few_shot_major_v3_gemma4-e2b_5df03950348d_0c3d39008fbb.csv,prompt_search,gemma4:e2b,few_shot_major_v3,False,237,8532,True,0.0,0.05,0.05,all,656,212,130,82,526,0.8945147679324894,0.6132075471698113,0.19817073170731708,0.2995391705069124,0.16210225358079275,0.31139240506329113,0.966824644549763,0.8986784140969163,0.9315068493150684,227,211,130,0.5726872246696035,7,23
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e2b_direct_core_recall_v2_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e2b_direct_core_recall_v2_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e2b,v4_prompt,False,237,8532,True,10.0,default,0.05,all,681,169,124,45,557,0.7130801687763713,0.7337278106508875,0.18208516886930984,0.2917647058823529,0.19677288521420377,0.28013863773357445,1.0,0.6497890295358649,0.7877237851662404,237,154,116,0.48945147679324896,0,83
prompt_search_search_production_v1_gemma4-e2b_5df03950348d_b6a2d2f27b85,prompt_search_search_production_v1_gemma4-e2b_5df03950348d_b6a2d2f27b85.csv,prompt_search,gemma4:e2b,production_v1,False,237,8532,True,,0.05,0.05,all,656,129,77,52,579,0.5443037974683544,0.5968992248062015,0.1173780487804878,0.1961783439490446,0.14746511925313036,0.1919730761502913,0.9836065573770492,0.5286343612334802,0.6876790830945558,227,122,74,0.32599118942731276,2,107
prompt_search_search_hard_negative_v2_gemma4-e2b_5df03950348d_1a35bcd28344,prompt_search_search_hard_negative_v2_gemma4-e2b_5df03950348d_1a35bcd28344.csv,prompt_search,gemma4:e2b,hard_negative_v2,False,237,8532,True,0.0,0.25,0.25,all,656,60,49,11,607,0.25316455696202533,0.8166666666666667,0.07469512195121951,0.13687150837988826,0.07154068594620276,0.1497387984729757,1.0,0.2555066079295154,0.4070175438596491,227,58,49,0.21585903083700442,0,169
thinking_recall_experiment_latent_candidate_v2_think_true,thinking_recall_experiment_latent_candidate_v2_think_true.csv,thinking_recall,gemma4:e2b,latent_candidate_v2,False,237,8532,True,3.0,0.05,0.05,all,656,25,13,12,643,0.10548523206751055,0.52,0.019817073170731708,0.0381791483113069,0.023120782332270294,0.0620253164556962,0.9473684210526315,0.07929515418502203,0.14634146341463414,227,19,10,0.04405286343612335,1,209
v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30.csv,v3_social_signal,batiai/qwen3.6-35b:iq3,social_signal_v5,False,30,1080,True,0.0,0.35,0.35,all,64,35,28,7,36,1.1666666666666667,0.8,0.4375,0.5656565656565656,0.5336540003206669,0.5152380952380953,1.0,0.7777777777777778,0.875,27,21,18,0.6666666666666666,0,6
v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30.csv,v3_social_signal,batiai/qwen3.6-35b:iq3,social_signal_v5,False,30,1080,True,0.0,0.35,0.35,all,64,33,27,6,37,1.1,0.8181818181818182,0.421875,0.5567010309278351,0.5111672278338945,0.5133333333333333,1.0,0.7777777777777778,0.875,27,21,18,0.6666666666666666,0,6
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_search237.partial,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_search237.partial.csv,v4_social_signal,gemma4:e2b,v4_prompt,True,21,756,True,0.0,default,0.05,all,43,26,11,15,32,1.2380952380952381,0.4230769230769231,0.2558139534883721,0.3188405797101449,0.3096031746031746,0.24920634920634926,0.85,0.9444444444444444,0.8947368421052632,18,20,10,0.5555555555555556,3,1
v3_social_signal_experiment_social_signal_v3_think_false_gemma4_26b_ctx32k_tok8k_b1_search237.partial,v3_social_signal_experiment_social_signal_v3_think_false_gemma4_26b_ctx32k_tok8k_b1_search237.partial.csv,v3_social_signal,gemma4:26b,social_signal_v3,True,18,648,True,0.0,default,0.05,all,38,25,17,8,21,1.3888888888888888,0.68,0.4473684210526316,0.5396825396825397,0.507936507936508,0.5224867724867726,1.0,0.875,0.9333333333333333,16,14,12,0.75,0,2
v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18.csv,v4_social_signal,gemma4:e2b,v4_prompt,False,18,648,True,0.0,0.60,0.6,all,38,19,13,6,25,1.0555555555555556,0.6842105263157895,0.34210526315789475,0.45614035087719296,0.39777777777777773,0.41243386243386243,1.0,0.625,0.7692307692307693,16,10,9,0.5625,0,6
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18.csv,v4_social_signal,gemma4:e2b,v4_prompt,False,18,648,True,0.0,0.50,0.5,all,38,17,9,8,29,0.9444444444444444,0.5294117647058824,0.23684210526315788,0.32727272727272727,0.3141414141414141,0.3055555555555556,0.9230769230769231,0.75,0.8275862068965517,16,13,8,0.5,1,4
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_text6k_pilot18,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_text6k_pilot18.csv,v4_social_signal,gemma4:e2b,v4_prompt,False,18,648,True,0.0,0.50,0.5,all,38,16,8,8,30,0.8888888888888888,0.5,0.21052631578947367,0.2962962962962963,0.2696969696969697,0.33888888888888885,1.0,0.75,0.8571428571428571,16,12,7,0.4375,0,4
v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_pilot18,v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_pilot18.csv,v3_social_signal,gemma4:e2b,social_signal_v3,False,18,648,True,2.0,default,0.05,all,38,18,8,10,30,1.0,0.4444444444444444,0.21052631578947367,0.2857142857142857,0.18888888888888886,0.2574074074074074,0.875,0.875,0.875,16,16,8,0.5,2,2
v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_pilot18,v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_pilot18.csv,v3_social_signal,gemma4:e2b,social_signal_v5,False,18,648,True,0.0,default,0.05,all,38,18,8,10,30,1.0,0.4444444444444444,0.21052631578947367,0.2857142857142857,0.14761904761904762,0.2555555555555556,0.8888888888888888,1.0,0.9411764705882353,16,18,8,0.5,2,0
v3_social_signal_experiment_social_signal_v1_think_false,v3_social_signal_experiment_social_signal_v1_think_false.csv,v3_social_signal,gemma4:e2b,social_signal_v1,False,18,648,True,10.0,default,0.05,all,38,13,4,9,34,0.7222222222222222,0.3076923076923077,0.10526315789473684,0.1568627450980392,0.15777777777777777,0.19444444444444445,0.9090909090909091,0.625,0.7407407407407407,16,11,4,0.25,1,6
v3_social_signal_experiment_social_signal_v1_think_false_b1_pilot18,v3_social_signal_experiment_social_signal_v1_think_false_b1_pilot18.csv,v3_social_signal,gemma4:e2b,social_signal_v1,False,18,648,True,7.0,default,0.05,all,38,13,4,9,34,0.7222222222222222,0.3076923076923077,0.10526315789473684,0.1568627450980392,0.15777777777777777,0.19444444444444445,0.9090909090909091,0.625,0.7407407407407407,16,11,4,0.25,1,6
v3_social_signal_experiment_social_signal_v2_think_false,v3_social_signal_experiment_social_signal_v2_think_false.csv,v3_social_signal,gemma4:e2b,social_signal_v2,False,18,648,True,14.0,default,0.05,all,38,9,3,6,35,0.5,0.3333333333333333,0.07894736842105263,0.1276595744680851,0.09111111111111111,0.19444444444444445,0.8571428571428571,0.375,0.5217391304347826,16,7,3,0.1875,1,10
v3_social_signal_experiment_social_signal_v2_think_false_b1_pilot18,v3_social_signal_experiment_social_signal_v2_think_false_b1_pilot18.csv,v3_social_signal,gemma4:e2b,social_signal_v2,False,18,648,True,11.0,default,0.05,all,38,9,3,6,35,0.5,0.3333333333333333,0.07894736842105263,0.1276595744680851,0.09111111111111111,0.19444444444444445,0.8571428571428571,0.375,0.5217391304347826,16,7,3,0.1875,1,10
v4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_b1_search237.partial,v4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_b1_search237.partial.csv,v4_social_signal,gemma4:26b,v4_prompt,True,15,540,True,15.0,default,0.05,all,27,0,0,0,27,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,13,0,0,0.0,0,13
v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial.csv,v4_social_signal,batiai/qwen3.6-35b:iq3,v4_prompt,True,4,144,True,0.0,0.40,0.4,all,12,6,5,1,7,1.5,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.475,0.4666666666666667,1.0,1.0,1.0,4,4,3,0.75,0,0
v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_ctx32k_tok8k_b1_search237_think.partial,v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_ctx32k_tok8k_b1_search237_think.partial.csv,v4_social_signal,gemma4:26b,v4_prompt,True,1,36,True,1.0,default,0.05,all,3,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0,1
