run_name,source_file,run_family,model_guess,file_hash,threshold,n_news,gold_positive_pairs,pred_positive_pairs,pred_mean_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_relevant_precision,any_relevant_recall,any_relevant_f1,false_relevant_news,missed_all_relevant_news,error_rows
v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_high_recall_minimal_v2_think_nojson_guard2_ctx32768_tok8192_b1_pilot30,v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_high_recall_minimal_v2_think_nojson_guard2_ctx32768_tok8192_b1_pilot30.csv,v4_social_signal,gemma4:26b,a896f3b0d57b,0.35,30,22,23,0.7666666666666667,0.6521739130434783,0.6818181818181818,0.6666666666666666,0.5626623376623378,0.7633333333333333,0.9444444444444444,0.8947368421052632,0.918918918918919,1,2,72
v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq4_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2.partial,v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq4_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2.partial.csv,v4_social_signal,qwen3.6-35b:iq4,a1314553cd3e,0.90,8,5,4,0.5,0.75,0.6,0.6666666666666666,0.5333333333333333,0.7916666666666666,0.75,1.0,0.8571428571428571,1,0,0
v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full.csv,v3_social_signal,qwen3.6-35b:iq3,1e1ab681c168,0.35,237,252,336,1.4177215189873418,0.5773809523809523,0.7698412698412699,0.6598639455782312,0.6049564397926757,0.6812537673297168,0.8952879581151832,0.9395604395604396,0.9168900804289544,20,11,0
v4_social_signal_experiment_v4_prompt_think_false_v4full965_gemma4_26b_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2,v4_social_signal_experiment_v4_prompt_think_false_v4full965_gemma4_26b_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2.csv,v4_social_signal,gemma4:26b,b76e73e5362e,0.75,706,691,772,1.093484419263456,0.6178756476683938,0.6903039073806078,0.6520847573479153,0.47470835466445643,0.641555375691353,0.8759398496240601,0.8629629629629629,0.8694029850746269,66,74,0
v4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_ctx32k_tok8k_b1_search237,v4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_ctx32k_tok8k_b1_search237.csv,v4_social_signal,gemma4:26b,c1902992d91d,0.50,237,252,293,1.2362869198312236,0.5938566552901023,0.6904761904761905,0.6385321100917432,0.5953511557765158,0.6391199517781797,0.9132947976878613,0.8681318681318682,0.8901408450704226,15,24,0
v4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_direct_core_targeted_v7_nothink_ctx32768_tok16384_b2_n237,v4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_direct_core_targeted_v7_nothink_ctx32768_tok16384_b2_n237.csv,v4_social_signal,gemma4:26b,2dd95acd11e6,0.85,237,225,239,1.0084388185654007,0.6192468619246861,0.6577777777777778,0.6379310344827587,0.3635539662357844,0.620815752461322,0.8166666666666667,0.875,0.8448275862068966,33,21,0
v3_social_signal_experiment_social_signal_v5_think_false_gemma4_e4b_v5_b1_search237,v3_social_signal_experiment_social_signal_v5_think_false_gemma4_e4b_v5_b1_search237.csv,v3_social_signal,gemma4:e4b,04d3ea2f998f,0.75,237,252,271,1.1434599156118144,0.6125461254612546,0.6587301587301587,0.6347992351816444,0.5850410004885708,0.6437412095639944,0.9010989010989011,0.9010989010989011,0.9010989010989011,18,18,0
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_targeted_v7_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_targeted_v7_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,7843b2a84e26,0.90,237,225,173,0.729957805907173,0.7283236994219653,0.56,0.6331658291457286,0.31877714877714874,0.6544303797468355,0.8970588235294118,0.7261904761904762,0.8026315789473685,14,46,108
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_recall_v2_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_recall_v2_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,22095752ccad,0.85,237,225,225,0.9493670886075949,0.6311111111111111,0.6311111111111111,0.6311111111111111,0.30632008794253157,0.6448663853727145,0.8554913294797688,0.8809523809523809,0.8680351906158358,25,20,72
v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot8,v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot8.csv,v4_social_signal,gemma4:26b,a8d3082c4e73,0.70,8,6,10,1.25,0.5,0.8333333333333334,0.625,0.8333333333333334,0.7708333333333333,0.8333333333333334,1.0,0.9090909090909091,1,0,0
v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18.csv,v4_social_signal,unknown,dc871c8c6a42,0.75,18,12,14,0.7777777777777778,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.6363636363636364,0.6925925925925925,0.8888888888888888,0.8,0.8421052631578947,1,2,0
v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq3_high_recall_minimal_v3_nothink_json_ctx32768_tok16384_b2.partial,v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq3_high_recall_minimal_v3_nothink_json_ctx32768_tok16384_b2.partial.csv,v4_social_signal,qwen3.6-35b:iq3,58842682e0be,0.35,394,369,397,1.0076142131979695,0.5919395465994962,0.6368563685636857,0.6135770234986945,0.4417498221447162,0.5964587865603094,0.8080495356037152,0.9354838709677419,0.867109634551495,62,18,0
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,eddf7962ae1b,0.90,237,225,183,0.7721518987341772,0.6721311475409836,0.5466666666666666,0.6029411764705882,0.25601440279869114,0.6160337552742616,0.8551724137931035,0.7380952380952381,0.792332268370607,21,44,36
v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq3_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2.partial,v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq3_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2.partial.csv,v4_social_signal,qwen3.6-35b:iq3,65fc92f0ecc6,0.80,242,228,221,0.9132231404958677,0.6063348416289592,0.5877192982456141,0.5968819599109132,0.42288997763104685,0.581129476584022,0.7965116279069767,0.8058823529411765,0.8011695906432749,35,33,0
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_filtered_v3_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_filtered_v3_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,e6338721a595,0.85,237,225,174,0.7341772151898734,0.6839080459770115,0.5288888888888889,0.5964912280701754,0.22118381251489136,0.6289732770745429,0.9076923076923077,0.7023809523809523,0.7919463087248322,12,50,0
v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq3_social_signal_v5_nothink_json_ctx32768_tok16384_b2.partial,v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq3_social_signal_v5_nothink_json_ctx32768_tok16384_b2.partial.csv,v4_social_signal,qwen3.6-35b:iq3,554ea15ec5e9,0.35,240,227,315,1.3125,0.5111111111111111,0.7092511013215859,0.5940959409594095,0.5301936570399773,0.5858134920634921,0.8010471204188482,0.9053254437869822,0.85,38,16,0
v4_social_signal_experiment_v4_prompt_think_false_v4pilot60_qwen35_9b_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2,v4_social_signal_experiment_v4_prompt_think_false_v4pilot60_qwen35_9b_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2.csv,v4_social_signal,qwen35-9b,e9d7fb0bdbab,0.90,41,37,27,0.6585365853658537,0.7037037037037037,0.5135135135135135,0.59375,0.4049755799755799,0.6097560975609756,0.84,0.7241379310344828,0.7777777777777778,4,8,0
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_calibrated_v4_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_calibrated_v4_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,f6c7bb0790fa,0.80,237,225,233,0.9831223628691983,0.5793991416309013,0.6,0.5895196506550219,0.34365261941348896,0.6074542897327706,0.85,0.8095238095238095,0.8292682926829268,24,32,0
v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot30,v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot30.csv,v4_social_signal,gemma4:26b,a72b2da2ccaf,0.70,30,22,36,1.2,0.4722222222222222,0.7727272727272727,0.5862068965517241,0.560374149659864,0.6444444444444444,0.8181818181818182,0.9473684210526315,0.8780487804878049,4,1,0
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_clean_fewshot_v6_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_clean_fewshot_v6_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,056d41029030,0.80,237,225,255,1.0759493670886076,0.5450980392156862,0.6177777777777778,0.5791666666666667,0.3506580946549355,0.5753867791842475,0.7944444444444444,0.8511904761904762,0.8218390804597702,37,25,72
v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237.csv,v3_social_signal,qwen35-9b,b70f408920e6,0.65,237,252,223,0.9409282700421941,0.6143497757847534,0.5436507936507936,0.5768421052631579,0.4262636301978916,0.5932489451476793,0.8953488372093024,0.8461538461538461,0.8700564971751412,18,28,0
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_balanced_v8_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_balanced_v8_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,30f112043f94,0.80,237,225,303,1.2784810126582278,0.5016501650165016,0.6755555555555556,0.5757575757575758,0.39040738434076444,0.5566807313642756,0.7684729064039408,0.9285714285714286,0.8409703504043127,47,12,72
v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_gemma4_26b_social_signal_v9_f1_balanced_think_nojson_guard2_ctx32768_tok8192_b1,v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_gemma4_26b_social_signal_v9_f1_balanced_think_nojson_guard2_ctx32768_tok8192_b1.csv,v4_social_signal,gemma4:26b,78d98a686ffa,0.75,41,37,30,0.7317073170731707,0.6333333333333333,0.5135135135135135,0.5671641791044776,0.32976190476190476,0.556910569105691,0.8181818181818182,0.6206896551724138,0.7058823529411765,4,11,216
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_gold_mimic_broad_v1_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_gold_mimic_broad_v1_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,183047e552a4,0.90,237,225,199,0.8396624472573839,0.592964824120603,0.5244444444444445,0.5566037735849056,0.3599960264830954,0.6023909985935302,0.8666666666666667,0.7738095238095238,0.8176100628930818,20,38,108
v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_high_recall_minimal_v1_think_nojson_guard2_ctx32768_tok8192_b1_pilot30,v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_high_recall_minimal_v1_think_nojson_guard2_ctx32768_tok8192_b1_pilot30.csv,v4_social_signal,gemma4:26b,8e2c7270d4ca,0.35,30,22,25,0.8333333333333334,0.48,0.5454545454545454,0.5106382978723404,0.42222222222222217,0.6411111111111112,0.9444444444444444,0.8947368421052632,0.918918918918919,1,2,36
v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_qwen35_9b_social_signal_v9_f1_balanced_think_nojson_guard2_ctx32768_tok8192_b1.partial,v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_qwen35_9b_social_signal_v9_f1_balanced_think_nojson_guard2_ctx32768_tok8192_b1.partial.csv,v4_social_signal,qwen35-9b,a25d70653e0c,0.90,3,3,1,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0,2,72
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e2b_direct_core_recall_v2_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e2b_direct_core_recall_v2_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e2b,c8807482784f,default,237,225,169,0.7130801687763713,0.5739644970414202,0.4311111111111111,0.49238578680203043,0.308062950937951,0.5315049226441632,0.8441558441558441,0.7738095238095238,0.8074534161490683,24,38,360
v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_search237,v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_search237.csv,v3_social_signal,unknown,3c670b98b753,0.35,237,252,142,0.5991561181434599,0.6830985915492958,0.38492063492063494,0.49238578680203043,0.2926809364878698,0.5174402250351617,0.9185185185185185,0.6813186813186813,0.7823343848580442,11,58,288
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_brief_thinking_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_brief_thinking_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,fb55dcc495b1,0.85,237,225,206,0.869198312236287,0.5145631067961165,0.4711111111111111,0.4918793503480278,0.355981392173921,0.48959212376933897,0.7873563218390804,0.8154761904761905,0.8011695906432749,37,31,180
v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_search237,v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_search237.csv,v3_social_signal,unknown,b274cd65cc1c,0.35,237,252,208,0.8776371308016878,0.5432692307692307,0.44841269841269843,0.49130434782608695,0.23001714811345145,0.49718706047819977,0.8421052631578947,0.8791208791208791,0.8602150537634409,30,22,144
manual_dataset_prompt_search_best_balanced_recall_v2,manual_dataset_prompt_search_best_balanced_recall_v2.csv,prompt_search,unknown,190692fa4772,0.15,1000,915,783,0.783,0.5300127713920817,0.453551912568306,0.48881036513545345,0.260526325976351,0.4879,0.7949400798934754,0.8234482758620689,0.8089430894308943,154,128,0
prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc,prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc.csv,prompt_search,gemma4:e2b,190692fa4772,0.15,1000,915,783,0.783,0.5300127713920817,0.453551912568306,0.48881036513545345,0.260526325976351,0.4879,0.7949400798934754,0.8234482758620689,0.8089430894308943,154,128,0
v3_social_signal_experiment_social_signal_v3_think_true_v3_b1_search237_think,v3_social_signal_experiment_social_signal_v3_think_true_v3_b1_search237_think.csv,v3_social_signal,unknown,10088fd15039,0.35,237,252,146,0.6160337552742616,0.6643835616438356,0.38492063492063494,0.48743718592964824,0.3109674295297796,0.510267229254571,0.9236641221374046,0.6648351648351648,0.7731629392971247,10,61,0
prompt_search_search_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc,prompt_search_search_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc.csv,prompt_search,gemma4:e2b,75900bdcb16e,0.05,300,307,236,0.7866666666666666,0.559322033898305,0.42996742671009774,0.4861878453038674,0.24686306757077944,0.5118888888888888,0.8732394366197183,0.8193832599118943,0.8454545454545455,27,41,0
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_business_migration_fixed_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_business_migration_fixed_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,56dbdeff5e78,0.75,237,225,224,0.9451476793248945,0.48660714285714285,0.48444444444444446,0.48552338530066813,0.2916485883346348,0.5129395218002812,0.8152173913043478,0.8928571428571429,0.8522727272727273,34,18,72
thinking_recall_experiment_latent_candidate_v3_think_true,thinking_recall_experiment_latent_candidate_v3_think_true.csv,thinking_recall,unknown,bb921bff4057,0.45,300,307,426,1.42,0.4131455399061033,0.5732899022801303,0.48021828103683495,0.45152837950628444,0.418,0.775,0.9559471365638766,0.8560157790927022,63,10,0
thinking_recall_experiment_recall_max_v1_think_true,thinking_recall_experiment_recall_max_v1_think_true.csv,thinking_recall,unknown,84e7d519ea4f,0.05,300,307,253,0.8433333333333334,0.5296442687747036,0.4364820846905538,0.4785714285714286,0.17976897244631798,0.4858888888888888,0.8291666666666667,0.8766519823788547,0.8522483940042827,41,28,0
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_search237,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_search237.csv,v4_social_signal,unknown,4bcda0daa7f2,0.55,237,252,272,1.1476793248945147,0.45955882352941174,0.49603174603174605,0.4770992366412214,0.3997775029744339,0.4538677918424754,0.8177339901477833,0.9120879120879121,0.8623376623376623,37,16,0
v3_social_signal_experiment_social_signal_v4_think_false_v4_b1_search237,v3_social_signal_experiment_social_signal_v4_think_false_v4_b1_search237.csv,v3_social_signal,unknown,cbf1a7eb8e56,0.35,237,252,192,0.810126582278481,0.53125,0.40476190476190477,0.4594594594594595,0.2274652808039887,0.44936708860759494,0.8352941176470589,0.7802197802197802,0.8068181818181818,28,40,576
thinking_recall_experiment_recall_max_v1_think_false,thinking_recall_experiment_recall_max_v1_think_false.csv,thinking_recall,unknown,514327296305,0.05,300,307,256,0.8533333333333334,0.50390625,0.4201954397394137,0.458259325044405,0.18935886887213438,0.45933333333333326,0.8208333333333333,0.8678414096916299,0.8436830835117773,43,30,0
prompt_search_search_few_shot_major_v3_gemma4-e2b_5df03950348d_0c3d39008fbb,prompt_search_search_few_shot_major_v3_gemma4-e2b_5df03950348d_0c3d39008fbb.csv,prompt_search,gemma4:e2b,9d0229df475d,0.05,300,307,269,0.8966666666666666,0.483271375464684,0.4234527687296417,0.4513888888888889,0.24795375068425102,0.42833333333333334,0.7865168539325843,0.9251101321585903,0.8502024291497976,57,17,0
v3_social_signal_experiment_social_signal_v5_think_true_oldgold_gemma4_26b_ctx32768_tok8192_b1_pilot30_social_signal_v5_think_nojson_guard2.partial,v3_social_signal_experiment_social_signal_v5_think_true_oldgold_gemma4_26b_ctx32768_tok8192_b1_pilot30_social_signal_v5_think_nojson_guard2.partial.csv,v3_social_signal,gemma4:26b,ac323fa2adba,0.45,10,7,11,1.1,0.36363636363636365,0.5714285714285714,0.4444444444444444,0.5238095238095238,0.4833333333333333,0.7142857142857143,0.8333333333333334,0.7692307692307693,2,1,36
prompt_search_search_primary_first_v2_gemma4-e2b_5df03950348d_5f153b0981f2,prompt_search_search_primary_first_v2_gemma4-e2b_5df03950348d_5f153b0981f2.csv,prompt_search,gemma4:e2b,65bd6f8c74ef,0.05,300,307,230,0.7666666666666667,0.49130434782608695,0.36807817589576547,0.4208566108007449,0.24951903568444922,0.44133333333333336,0.8333333333333334,0.8149779735682819,0.8240534521158129,37,42,0
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18.csv,v4_social_signal,unknown,81ecc52c462c,0.50,18,12,17,0.9444444444444444,0.35294117647058826,0.5,0.41379310344827586,0.46969696969696967,0.5555555555555555,0.7692307692307693,1.0,0.8695652173913043,3,0,0
v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_pilot18,v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_pilot18.csv,v3_social_signal,unknown,56612fec7d13,0.35,18,12,8,0.4444444444444444,0.5,0.3333333333333333,0.4,0.3333333333333333,0.5555555555555555,0.8571428571428571,0.6,0.7058823529411765,1,4,72
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_search237.partial,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_search237.partial.csv,v4_social_signal,unknown,235a3367ad2e,0.40,21,13,20,0.9523809523809523,0.3,0.46153846153846156,0.36363636363636365,0.45454545454545453,0.47619047619047616,0.6666666666666666,0.9090909090909091,0.7692307692307693,5,1,0
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_text6k_pilot18,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_text6k_pilot18.csv,v4_social_signal,unknown,1a1e7d7835ae,0.50,18,12,16,0.8888888888888888,0.3125,0.4166666666666667,0.35714285714285715,0.37878787878787873,0.4999999999999999,0.75,0.9,0.8181818181818182,3,1,0
grouped_event_v1_search_think_true,grouped_event_v1_search_think_true.csv,grouped_event,unknown,f9983b73e7df,0.35,300,307,165,0.55,0.48484848484848486,0.26058631921824105,0.3389830508474576,0.2778383810964693,0.40706349206349207,0.9423076923076923,0.43171806167400884,0.5921450151057401,6,129,0
v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_direct_core_targeted_v7_think_nojson_guard_ctx32768_tok4096_b1_pilot6,v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_direct_core_targeted_v7_think_nojson_guard_ctx32768_tok4096_b1_pilot6.csv,v4_social_signal,gemma4:26b,00f089ca4bb6,0.90,6,3,3,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,0.4,2,1,72
