source_file,run_name,run_family,model_guess,file_hash,n_prediction_rows_raw,n_prediction_rows_grouped,n_news_complete,gold_positive_pairs_complete,mtime,size_bytes
v3_social_signal_experiment_social_signal_v2_think_false.csv,v3_social_signal_experiment_social_signal_v2_think_false,v3_social_signal,unknown,28590321c640,648,648,18,12,1779285383.099717,98442
v3_social_signal_experiment_social_signal_v1_think_false_b1_pilot18.csv,v3_social_signal_experiment_social_signal_v1_think_false_b1_pilot18,v3_social_signal,unknown,3e5061e368e4,648,648,18,12,1779285383.0933704,93854
v3_social_signal_experiment_social_signal_v1_think_false.csv,v3_social_signal_experiment_social_signal_v1_think_false,v3_social_signal,unknown,489b91865994,648,648,18,12,1779285383.091858,99020
v3_social_signal_experiment_social_signal_v3_think_false_gemma4_26b_ctx32k_tok8k_b1_search237.partial.csv,v3_social_signal_experiment_social_signal_v3_think_false_gemma4_26b_ctx32k_tok8k_b1_search237.partial,v3_social_signal,gemma4:26b,96235c5fae43,648,648,18,12,1779283169.7303023,93492
v4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_b1_search237.partial.csv,v4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_b1_search237.partial,v4_social_signal,gemma4:26b,5597dd74ebf7,540,540,15,8,1779282454.036477,85088
v3_social_signal_experiment_social_signal_v5_think_true_oldgold_gemma4_26b_ctx32768_tok8192_b1_pilot30_social_signal_v5_think_nojson_guard2.partial.csv,v3_social_signal_experiment_social_signal_v5_think_true_oldgold_gemma4_26b_ctx32768_tok8192_b1_pilot30_social_signal_v5_think_nojson_guard2.partial,v3_social_signal,gemma4:26b,ac323fa2adba,360,360,10,7,1779310514.1860604,52299
v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq4_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2.partial.csv,v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq4_social_signal_v9_f1_balanced_nothink_json_ctx32768_tok16384_b2.partial,v4_social_signal,qwen3.6-35b:iq4,a1314553cd3e,288,288,8,5,1779377898.0857513,45755
v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot8.csv,v4_social_signal_experiment_v4_prompt_think_true_oldgold_gemma4_26b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot8,v4_social_signal,gemma4:26b,a8d3082c4e73,288,288,8,6,1779297940.6806557,44232
v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_direct_core_targeted_v7_think_nojson_guard_ctx32768_tok4096_b1_pilot6.csv,v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_direct_core_targeted_v7_think_nojson_guard_ctx32768_tok4096_b1_pilot6,v4_social_signal,gemma4:26b,00f089ca4bb6,216,216,6,3,1779297186.2669525,33378
v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq4_social_signal_v9_f1_balanced_nothink_json_ctx16384_tok8192_b4.partial.csv,v4_social_signal_experiment_v4_prompt_think_false_v4full965_qwen36_35b_iq4_social_signal_v9_f1_balanced_nothink_json_ctx16384_tok8192_b4.partial,v4_social_signal,qwen3.6-35b:iq4,979e3824848e,144,144,4,1,1779378076.6201901,22365
v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial.csv,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial,v4_social_signal,qwen3.6-35b:iq3,267d560a9407,144,144,4,4,1779285383.1802678,22841
v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_qwen35_9b_social_signal_v9_f1_balanced_think_nojson_guard2_ctx32768_tok8192_b1.partial.csv,v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_qwen35_9b_social_signal_v9_f1_balanced_think_nojson_guard2_ctx32768_tok8192_b1.partial,v4_social_signal,qwen35-9b,a25d70653e0c,108,108,3,3,1779322466.9771829,17099
v3_social_signal_experiment_social_signal_v5_think_true_oldgold_gemma4_26b_ctx32768_tok8192_b1_pilot3_social_signal_v5_think_nojson_guard2.csv,v3_social_signal_experiment_social_signal_v5_think_true_oldgold_gemma4_26b_ctx32768_tok8192_b1_pilot3_social_signal_v5_think_nojson_guard2,v3_social_signal,gemma4:26b,c9b86bed5aa3,108,108,3,3,1779309243.0569546,15854
v4_social_signal_experiment_v4_prompt_think_true_oldgold_qwen35_9b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot3.csv,v4_social_signal_experiment_v4_prompt_think_true_oldgold_qwen35_9b_direct_core_targeted_v7_think_nojson_guard2_ctx32768_tok8192_b1_pilot3,v4_social_signal,qwen35-9b,22569a72a9a2,108,108,3,3,1779298725.97241,17095
v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_direct_core_targeted_v7_think_nojson_ctx32768_tok8192_b1_pilot6.partial.csv,v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_direct_core_targeted_v7_think_nojson_ctx32768_tok8192_b1_pilot6.partial,v4_social_signal,gemma4:26b,3276d21963ce,108,108,3,1,1779296637.614738,16774
v4_social_signal_experiment_v4_prompt_think_true_qwen35_9b_direct_core_targeted_v7_think_nojson_ctx65536_tok32768_b2_pilot30.partial.csv,v4_social_signal_experiment_v4_prompt_think_true_qwen35_9b_direct_core_targeted_v7_think_nojson_ctx65536_tok32768_b2_pilot30.partial,v4_social_signal,qwen35-9b,43fe202d13d4,72,72,2,1,1779295623.2355533,11469
v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_qwen35_9b_high_recall_minimal_v3_think_nojson_guard2_ctx32768_tok8192_b1.partial.csv,v4_social_signal_experiment_v4_prompt_think_true_v4pilot60_qwen35_9b_high_recall_minimal_v3_think_nojson_guard2_ctx32768_tok8192_b1.partial,v4_social_signal,qwen35-9b,a2e0780f70e8,36,36,1,1,1779327444.9612367,5878
v4_social_signal_experiment_v4_prompt_think_true_qwen35_9b_direct_core_targeted_v7_think_nojson_guard_ctx32768_tok4096_b1_pilot3.partial.csv,v4_social_signal_experiment_v4_prompt_think_true_qwen35_9b_direct_core_targeted_v7_think_nojson_guard_ctx32768_tok4096_b1_pilot3.partial,v4_social_signal,qwen35-9b,e2c82f1e1dc2,36,36,1,1,1779297415.8966076,5842
v4_social_signal_experiment_v4_prompt_think_true_qwen35_9b_direct_core_targeted_v7_think_nojson_ctx32768_tok8192_b1_pilot6.partial.csv,v4_social_signal_experiment_v4_prompt_think_true_qwen35_9b_direct_core_targeted_v7_think_nojson_ctx32768_tok8192_b1_pilot6.partial,v4_social_signal,qwen35-9b,90b6ed4c6322,36,36,1,1,1779296140.9824789,5710
v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_ctx32k_tok8k_b1_search237_think.partial.csv,v4_social_signal_experiment_v4_prompt_think_true_gemma4_26b_ctx32k_tok8k_b1_search237_think.partial,v4_social_signal,gemma4:26b,e2c82f1e1dc2,36,36,1,1,1779285372.4657965,5842
