dataset_row_id,title,url,true_factors,pred_factors,tp_factors,fp_factors,fn_factors,true_count,pred_count,sample_f1,sample_jaccard,needs_review
954,Министр коммерции КНР обвинил США в препятствовании развитию мировой торговли,https://www.interfax.ru/world/1049173,enterprises_count;industrial_production_index,international_inflow,,international_inflow,enterprises_count;industrial_production_index,2,1,0.0,0.0,True
985,В соглашении с Киевом оговорен контроль США над инвестициями в природные ресурсы,https://www.interfax.ru/world/1017006,enterprises_count;industrial_production_index,,,,enterprises_count;industrial_production_index,2,0,0.0,0.0,True
986,Котельные Пятигорска могут временно приостановить работу из-за отсутствия воды,https://www.interfax.ru/russia/1007041,housing_area_per_capita;wastewater_discharge,air_pollution;industrial_production_index,,air_pollution;industrial_production_index,housing_area_per_capita;wastewater_discharge,2,2,0.0,0.0,True
1,Путин поручил разработать план подъема двух затонувших в Черном море танкеров,https://www.interfax.ru/russia/1002123,air_pollution,industrial_production_index,,industrial_production_index,air_pollution,1,1,0.0,0.0,True
13,Колокольцев указал на ухудшение обстановки в мире на фоне смягчения наркоконтроля в ряде стран,https://www.interfax.ru/russia/1068672,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
17,Работающие россияне смогут получить налоговый вычет за оплату спортивных занятий родителям,https://www.interfax.ru/russia/1058203,per_capita_income,child_living_wage,,child_living_wage,per_capita_income,1,1,0.0,0.0,True
23,Сорвалась очередная ротация экспертов МАГАТЭ на Запорожской АЭС,https://www.interfax.ru/world/1007562,air_pollution,,,,air_pollution,1,0,0.0,0.0,True
24,Авария на водоканале оставила без воды около пяти тысяч жителей Саратова,https://www.interfax.ru/russia/1049648,wastewater_discharge,,,,wastewater_discharge,1,0,0.0,0.0,True
31,"Что произошло за день: вторник, 17 июня",https://www.interfax.ru/russia/1031699,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
47,"СД ""Полюса"" рекомендовал финальные дивиденды за 2024 год в 730 руб. на акцию",https://www.interfax.ru/business/1012826,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
50,"Потребрасходы во Франции в декабре выросли на 0,7%, лучше прогноза",https://www.interfax.ru/world/1005384,real_income_index,consumer_price_index,,consumer_price_index,real_income_index,1,1,0.0,0.0,True
55,"ГК ""Абрау-Дюрсо"" планирует производить винные напитки в Индии",https://www.interfax.ru/business/1061839,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
59,Brookfield за пять лет инвестирует 20 млрд евро в ЦОД и ИИ-инфраструктуру во Франции,https://www.interfax.ru/world/1007128,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
61,Глава комитета Госдумы Боярский призвал РКН не допустить распространения видео и фото с трагедией в Одинцове,https://www.interfax.ru/russia/1063540,crime_count,,,,crime_count,1,0,0.0,0.0,True
63,"Авианосец ВМС США ""Карл Винсон"" находится вблизи Ирана с почти 50 истребителями",https://www.interfax.ru/world/1031109,crime_count,,,,crime_count,1,0,0.0,0.0,True
65,Жители двух белгородских сел остались без света после атаки дронов ВСУ,https://www.interfax.ru/russia/1010395,crime_count,,,,crime_count,1,0,0.0,0.0,True
75,Введение уголовного наказания за отрицание геноцида советского народа одобрено в I чтении,https://www.interfax.ru/russia/1074758,crime_count,,,,crime_count,1,0,0.0,0.0,True
81,Роспотребнадзор не исключил роста заболеваемости геморрагической лихорадкой в РФ,https://www.interfax.ru/russia/1020526,life_expectancy,mortality_rate,,mortality_rate,life_expectancy,1,1,0.0,0.0,True
82,"Палата представителей США одобрила законопроект, прекращающий шатдаун",https://www.interfax.ru/world/1070920,unemployment_rate,industrial_production_index,,industrial_production_index,unemployment_rate,1,1,0.0,0.0,True
84,Три человека погибли в аварии в Орловской области,https://www.interfax.ru/russia/1048331,mortality_rate,crime_count,,crime_count,mortality_rate,1,1,0.0,0.0,True
90,Трамп объявил о заключении торгового соглашения с Южной Кореей,https://www.interfax.ru/world/1038896,consumer_price_index,,,,consumer_price_index,1,0,0.0,0.0,True
91,На подлете к Севастополю сбито три воздушные цели,https://www.interfax.ru/russia/1044363,crime_count,air_pollution,,air_pollution,crime_count,1,1,0.0,0.0,True
104,В Литву прибыли 52 освобожденных в Белоруссии заключенных,https://www.interfax.ru/world/1046720,international_inflow,crime_count,,crime_count,international_inflow,1,1,0.0,0.0,True
117,"Бенефициар ""Облкоммунэнерго"" Алексей Бобров задержан в Екатеринбурге",https://www.interfax.ru/russia/1048749,crime_count,enterprises_count,,enterprises_count,crime_count,1,1,0.0,0.0,True
131,На поддержку российской анимации предложено передавать 10% от сборов иностранной,https://www.interfax.ru/russia/1016499,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
135,Ассоциация садоводов сообщила о возможности запрета импорта в РФ плодовых саженцев,https://www.interfax.ru/russia/1016269,industrial_production_index,international_outflow,,international_outflow,industrial_production_index,1,1,0.0,0.0,True
136,Дума во вторник рассмотрит обращение по вопросу эскалации у границ Венесуэлы,https://www.interfax.ru/russia/1057215,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
147,"ЕС расширил санкции против платежных сервисов, в том числе СБП и карт ""Мир""",https://www.interfax.ru/business/1054264,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
148,В Эстонии заявили о готовности направить военных на Украину,https://www.interfax.ru/world/1023499,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
165,Лидеры США и Австралии обсудили по телефону пошлины,https://www.interfax.ru/business/1024068,consumer_price_index,international_inflow,,international_inflow,consumer_price_index,1,1,0.0,0.0,True
176,Пожар в бизнес-центре во Владивостоке потушен,https://www.interfax.ru/russia/1067880,mortality_rate,industrial_production_index,,industrial_production_index,mortality_rate,1,1,0.0,0.0,True
177,"FT узнала, что Иран в случае удара США намерен начать полноценную контратаку",https://www.interfax.ru/world/1074630,crime_count,,,,crime_count,1,0,0.0,0.0,True
181,Минобороны РФ заявило о продвижении войск после взятия под контроль Песчаного в Харьковской области,https://www.interfax.ru/russia/1053288,crime_count,,,,crime_count,1,0,0.0,0.0,True
182,Трамп потребовал от ХАМАС вернуть всех израильских заложников,https://www.interfax.ru/world/1045547,crime_count,,,,crime_count,1,0,0.0,0.0,True
184,Израиль нанес удар по району расположения офиса Хаменеи,https://www.interfax.ru/world/1075139,crime_count,,,,crime_count,1,0,0.0,0.0,True
186,Booking во II квартале сократил чистую прибыль на 41%,https://www.interfax.ru/business/1038722,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
190,Минобороны сообщило о поражении в течение суток более 170 беспилотников ВСУ,https://www.interfax.ru/russia/1074028,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
193,Наследный принц Саудовской Аравии запустил ИИ-компанию при суверенном фонде страны,https://www.interfax.ru/world/1025225,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
198,Чрезвычайное положение на юге Израиля снято впервые за два года,https://www.interfax.ru/world/1054987,crime_count,,,,crime_count,1,0,0.0,0.0,True
203,В РФ не зарегистрированы случаи заболевания парапоксвирусной инфекцией,https://www.interfax.ru/russia/1072425,life_expectancy,air_pollution,,air_pollution,life_expectancy,1,1,0.0,0.0,True
204,Китай в ноябре неожиданно снизил импорт газа на фоне подорожания СПГ,https://www.interfax.ru/business/1003720,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
212,Закон об особенностях продажи БАДов в РФ подписан президентом РФ,https://www.interfax.ru/russia/1030187,life_expectancy,,,,life_expectancy,1,0,0.0,0.0,True
224,"Глава Роснедр уверен, что главным бенефициаром развития зеленой энергетики в мире станет медь",https://www.interfax.ru/business/1027227,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
226,В Армении завершились совместные с США военные учения,https://www.interfax.ru/world/1043214,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
236,Москва выразила протест Токио в связи с военными учениями близ российских рубежей,https://www.interfax.ru/russia/1055835,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
241,"Трамп намерен вернуться к идее сокращения ядерных арсеналов США, РФ и Китая",https://www.interfax.ru/world/1004382,crime_count,,,,crime_count,1,0,0.0,0.0,True
243,ЦБ не ждет проблем на валютном рынке из-за санкций против крупнейших экспортеров,https://www.interfax.ru/business/1060240,enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
255,Представители России и Киргизии подписали изменения в протокол о развитии ВТС,https://www.interfax.ru/russia/1059972,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
261,"США, страны Европы, Украина создали рабочую группу для разработки гарантий безопасности Киеву",https://www.interfax.ru/world/1043004,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
262,"Военные РФ заявили, что комплексом ""Искандер"" нанесен удар ВСУ в Сумской области",https://www.interfax.ru/russia/1014116,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
264,ОАЭ отрицают обвинения Эр-Рияда в попытках обострения конфликта в Йемене,https://www.interfax.ru/world/1065875,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
266,"Военные РФ сообщили, что Купянск находится под их контролем",https://www.interfax.ru/russia/1065411,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
269,Пепловый шлейф от камчатского вулкана Шивелуч протянулся на 40 км,https://www.interfax.ru/russia/1002718,air_pollution,,,,air_pollution,1,0,0.0,0.0,True
275,"Прокуратура подтвердила отмену возбуждения уголовных дел по ЖК ""СПб Реновация""",https://www.interfax.ru/russia/1043528,housing_area_per_capita,crime_count,,crime_count,housing_area_per_capita,1,1,0.0,0.0,True
280,"Отклонена апелляция структуры Rio Tinto на взыскание в пользу ""Русала"" 105 млрд рублей",https://www.interfax.ru/russia/1074378,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
283,Иран готов рассмотреть новые предложения о сотрудничестве от МАГАТЭ,https://www.interfax.ru/world/1053668,air_pollution,,,,air_pollution,1,0,0.0,0.0,True
285,В Свердловской области объявлен режим ракетной опасности,https://www.interfax.ru/russia/1074997,crime_count,,,,crime_count,1,0,0.0,0.0,True
286,Беспилотник атаковал гражданский автомобиль в Курской области,https://www.interfax.ru/russia/1027889,crime_count,,,,crime_count,1,0,0.0,0.0,True
297,Эрдоган и Трамп обсудят поставки истребителей F-35,https://www.interfax.ru/world/1048641,crime_count,,,,crime_count,1,0,0.0,0.0,True
315,Генерал Дэн Кейн заявил о полном превосходстве США над Ираном в воздухе,https://www.interfax.ru/world/1075587,crime_count,,,,crime_count,1,0,0.0,0.0,True
318,Вашингтон разрешил поставки в Китай ИИ-чипов Nvidia H200 с рядом условий,https://www.interfax.ru/world/1067575,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
320,Глава ХДС призвал власти ФРГ повысить траты на оборону как минимум до 2% от ВВП,https://www.interfax.ru/world/1004037,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
331,"Китай считает, что все стороны должны способствовать украинскому урегулированию",https://www.interfax.ru/world/1009073,crime_count,,,,crime_count,1,0,0.0,0.0,True
333,КНДР запустила несколько баллистических ракет малой дальности,https://www.interfax.ru/world/1053921,crime_count,,,,crime_count,1,0,0.0,0.0,True
334,В Минздраве увидели необходимость профилактики покупки некачественных БАДов из-за рубежа,https://www.interfax.ru/russia/1028050,life_expectancy,consumer_price_index,,consumer_price_index,life_expectancy,1,1,0.0,0.0,True
348,Силы самообороны Тринидада и Тобаго привели в состояние повышенной боеготовности,https://www.interfax.ru/world/1055885,crime_count,international_outflow,,international_outflow,crime_count,1,1,0.0,0.0,True
350,Законопроект о скидке для родственников при удостоверении договора дарения внесен в ГД,https://www.interfax.ru/russia/1017484,per_capita_income,,,,per_capita_income,1,0,0.0,0.0,True
352,Дюмин предложил пересмотреть некоторые механизмы поддержки участников СВО,https://www.interfax.ru/russia/1049817,per_capita_income,international_inflow,,international_inflow,per_capita_income,1,1,0.0,0.0,True
353,Три украинских дрона были сбиты над Мурманской областью,https://www.interfax.ru/russia/1023947,crime_count,,,,crime_count,1,0,0.0,0.0,True
359,"В ЕС призвали гарантировать Киеву отсутствие ограничений на военную поддержку, численность ВСУ",https://www.interfax.ru/world/1040662,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
360,Мишустин пообещал помочь Амурской области в борьбе с пожарами и паводками,https://www.interfax.ru/russia/1037199,air_pollution,industrial_production_index,,industrial_production_index,air_pollution,1,1,0.0,0.0,True
363,"ЕС намерен ввести санкции против ""Северных потоков"" и снизить ""потолок"" цен на нефть из РФ",https://www.interfax.ru/world/1025988,industrial_production_index,consumer_price_index,,consumer_price_index,industrial_production_index,1,1,0.0,0.0,True
364,В Бразилии локализовали пожар на климатической конференции COP30,https://www.interfax.ru/world/1059117,air_pollution,,,,air_pollution,1,0,0.0,0.0,True
370,"Российские дальние бомбардировщики Ту-22М3 нанесли удар в ходе учения ""Запад-2025""",https://www.interfax.ru/russia/1047073,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
374,The Miami Herald сообщила о решении США нанести удары по военным объектам Венесуэлы,https://www.interfax.ru/world/1055811,crime_count,,,,crime_count,1,0,0.0,0.0,True
377,Три человека погибли от отравления угарным газом в Дагестане,https://www.interfax.ru/russia/1006123,mortality_rate,crime_count,,crime_count,mortality_rate,1,1,0.0,0.0,True
383,"Нефть ускорила рост, Brent подорожала до $65,72 за баррель",https://www.interfax.ru/business/1029361,consumer_price_index,industrial_production_index,,industrial_production_index,consumer_price_index,1,1,0.0,0.0,True
392,"Мурашко сообщил, что ожирением в РФ страдают 480 тыс. школьников",https://www.interfax.ru/russia/1030807,life_expectancy,mortality_rate,,mortality_rate,life_expectancy,1,1,0.0,0.0,True
393,"""Уральские авиалинии"" в I полугодии увеличили чистую прибыль по РСБУ в 1,8 раза",https://www.interfax.ru/business/1040103,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
395,Лула да Силва предложил использовать возможности ООН в украинском урегулировании,https://www.interfax.ru/world/1030201,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
401,Селевые потоки сошли в нескольких районах Киргизии,https://www.interfax.ru/world/1016333,mortality_rate,air_pollution;wastewater_discharge,,air_pollution;wastewater_discharge,mortality_rate,1,2,0.0,0.0,True
403,Фермерская продукция в РФ получила собственный ГОСТ,https://www.interfax.ru/russia/1042106,industrial_production_index,consumer_price_index,,consumer_price_index,industrial_production_index,1,1,0.0,0.0,True
407,Военные РФ уничтожили пусковые установки РСЗО HIMARS и ЗРК Patriot ВСУ,https://www.interfax.ru/russia/1045149,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
417,Инспекторы МАГАТЭ покидают Иран,https://www.interfax.ru/world/1034617,air_pollution,,,,air_pollution,1,0,0.0,0.0,True
421,"""Европлан"" может выплатить дивиденды за 9 месяцев в размере около 7 млрд руб.",https://www.interfax.ru/business/1055738,enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
423,Песков заявил о готовности РФ содействовать переговорам по иранскому ядерному досье,https://www.interfax.ru/russia/1011973,crime_count,,,,crime_count,1,0,0.0,0.0,True
425,"Ростехнадзор не выявил недостатков, влияющих на эксплуатацию энергоблока №1 ЗАЭС",https://www.interfax.ru/russia/1070418,air_pollution,,,,air_pollution,1,0,0.0,0.0,True
427,DuPont ускорит выделение электронного бизнеса и отказалась выделять водный,https://www.interfax.ru/world/1003187,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
429,Renault увеличил квартальную выручку чуть хуже прогноза,https://www.interfax.ru/business/1054255,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
