file_name,is_prediction_shape,included,reason,model,prompt
manual_dataset_llm_eval_rows.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_llm_factor_aggregate_errors.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_llm_graph_metrics.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_llm_metrics_summary.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_llm_multilabel_factor_metrics.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_llm_predictions_gemma4-e2b_social-risk-classification-v1_5df03950348d_033f6fd8763b.csv,True,True,included,gemma4:e2b,unknown
manual_dataset_llm_predictions_gemma4-e2b_social-risk-classification-v1_5df03950348d_033f6fd8763b.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,unknown
manual_dataset_llm_regression_metrics.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_llm_threshold_sweep.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_llm_vs_bert.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_metrics_summary.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_multilabel_dashboard_metrics.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_multilabel_factor_metrics.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_multilabel_factor_report.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_multilabel_news_errors.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_multilabel_threshold_sweep.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_multilabel_topk_results.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_prompt_search_best_balanced_recall_v2.csv,True,True,included,gemma4:e2b,balanced_recall_v2
manual_dataset_prompt_search_full_results.csv,False,False,not_prediction_file,gemma4:e2b,unknown
manual_dataset_prompt_search_results.csv,False,False,not_prediction_file,gemma4:e2b,unknown
manual_dataset_regression_metrics.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_relabel_queue.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_relabel_queue_priority_only.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_supervised_gate_best_class_report.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_supervised_gate_predictions.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_supervised_gate_results.csv,False,False,not_prediction_file,unknown,unknown
manual_dataset_threshold_sweep.csv,False,False,not_prediction_file,unknown,unknown
prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc.csv,True,True,included,gemma4:e2b,balanced_recall_v2
prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,balanced_recall_v2
prompt_search_full_production_v1_gemma4-e2b_5df03950348d_b6a2d2f27b85.csv,True,True,included,gemma4:e2b,production_v1
prompt_search_search_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc.csv,True,True,included,gemma4:e2b,balanced_recall_v2
prompt_search_search_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,balanced_recall_v2
prompt_search_search_few_shot_major_v3_gemma4-e2b_5df03950348d_0c3d39008fbb.csv,True,True,included,gemma4:e2b,few_shot_major_v3
prompt_search_search_few_shot_major_v3_gemma4-e2b_5df03950348d_0c3d39008fbb.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,few_shot_major_v3
prompt_search_search_hard_negative_v2_gemma4-e2b_5df03950348d_1a35bcd28344.csv,True,True,included,gemma4:e2b,hard_negative_v2
prompt_search_search_hard_negative_v2_gemma4-e2b_5df03950348d_1a35bcd28344.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,hard_negative_v2
prompt_search_search_primary_first_v2_gemma4-e2b_5df03950348d_5f153b0981f2.csv,True,True,included,gemma4:e2b,primary_first_v2
prompt_search_search_primary_first_v2_gemma4-e2b_5df03950348d_5f153b0981f2.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,primary_first_v2
prompt_search_search_production_v1_gemma4-e2b_5df03950348d_b6a2d2f27b85.csv,True,True,included,gemma4:e2b,production_v1
thinking_recall_experiment_comparison_summary.csv,False,False,not_prediction_file,gemma4:e2b,unknown
thinking_recall_experiment_ensemble_metrics.csv,False,False,not_prediction_file,gemma4:e2b,unknown
thinking_recall_experiment_latent_candidate_v2_think_true.csv,True,True,included,gemma4:e2b,latent_candidate_v2
thinking_recall_experiment_latent_candidate_v2_think_true.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,latent_candidate_v2
thinking_recall_experiment_latent_candidate_v3_think_true.csv,True,True,included,gemma4:e2b,latent_candidate_v3
thinking_recall_experiment_latent_candidate_v3_think_true.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,latent_candidate_v3
thinking_recall_experiment_metrics.csv,False,False,not_prediction_file,gemma4:e2b,unknown
thinking_recall_experiment_per_factor_diff.csv,False,False,not_prediction_file,gemma4:e2b,unknown
thinking_recall_experiment_recall_max_v1_think_false.csv,True,True,included,gemma4:e2b,recall_max_v1
thinking_recall_experiment_recall_max_v1_think_false.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,recall_max_v1
thinking_recall_experiment_recall_max_v1_think_true.csv,True,True,included,gemma4:e2b,recall_max_v1
thinking_recall_experiment_recall_max_v1_think_true.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,recall_max_v1
v3_all_runs_best_by_run.csv,False,False,not_prediction_file,unknown,unknown
v3_all_runs_candidate_files_audit.csv,False,False,not_prediction_file,unknown,unknown
v3_all_runs_manifest.csv,False,False,not_prediction_file,unknown,unknown
v3_all_runs_pairwise_ensemble_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_all_runs_per_factor_by_strength_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_all_runs_sentiment_pressure_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_all_runs_threshold_strength_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_all_runs_top_configs.csv,False,False,not_prediction_file,unknown,unknown
v3_all_runs_top_pairwise_ensembles.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_best_practical_per_factor_report.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_dataset_1000.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_ensemble_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_expanded_per_factor_report.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_expansion_holdout_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_expansion_prefix_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_factor_oracle_choices.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_factor_tuned_choices.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_factor_tuned_holdout_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_greedy_expansion_rules.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_problem_examples_best_practical.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_sentiment_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_clean_broad_weak_single_source_threshold_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_social_signal_experiment_metrics_think_false.csv,False,False,not_prediction_file,gemma4:e2b,unknown
v3_social_signal_experiment_metrics_think_false_b1_pilot18.csv,False,False,not_prediction_file,gemma4:e2b,unknown
v3_social_signal_experiment_metrics_think_false_gemma4_e4b_v5_b1_search237.csv,False,False,not_prediction_file,gemma4:e4b,unknown
v3_social_signal_experiment_metrics_think_false_qwen35_9b_v5_b1_search237.csv,False,False,not_prediction_file,qwen3.5:9b,unknown
v3_social_signal_experiment_metrics_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30.csv,False,False,not_prediction_file,batiai/qwen3.6-35b:iq3,unknown
v3_social_signal_experiment_metrics_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_from_partial.csv,False,False,not_prediction_file,batiai/qwen3.6-35b:iq3,unknown
v3_social_signal_experiment_metrics_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_old_multilabel_from_partial.csv,False,False,not_prediction_file,batiai/qwen3.6-35b:iq3,unknown
v3_social_signal_experiment_metrics_think_false_qwen36_35b_iq3_v5_b1_pilot30.csv,False,False,not_prediction_file,batiai/qwen3.6-35b:iq3,unknown
v3_social_signal_experiment_metrics_think_false_v3_b1_pilot18.csv,False,False,not_prediction_file,gemma4:e2b,unknown
v3_social_signal_experiment_metrics_think_false_v3_b1_search237.csv,False,False,not_prediction_file,gemma4:e2b,unknown
v3_social_signal_experiment_metrics_think_false_v4_b1_search237.csv,False,False,not_prediction_file,gemma4:e2b,unknown
v3_social_signal_experiment_metrics_think_false_v5_b1_pilot18.csv,False,False,not_prediction_file,gemma4:e2b,unknown
v3_social_signal_experiment_metrics_think_false_v5_b1_search237.csv,False,False,not_prediction_file,gemma4:e2b,unknown
v3_social_signal_experiment_metrics_think_true_v3_b1_search237_think.csv,False,False,not_prediction_file,gemma4:e2b,unknown
v3_social_signal_experiment_social_signal_v1_think_false.csv,True,True,included,gemma4:e2b,social_signal_v1
v3_social_signal_experiment_social_signal_v1_think_false.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,social_signal_v1
v3_social_signal_experiment_social_signal_v1_think_false_b1_pilot18.csv,True,True,included,gemma4:e2b,social_signal_v1
v3_social_signal_experiment_social_signal_v1_think_false_b1_pilot18.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,social_signal_v1
v3_social_signal_experiment_social_signal_v2_think_false.csv,True,True,included,gemma4:e2b,social_signal_v2
v3_social_signal_experiment_social_signal_v2_think_false.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,social_signal_v2
v3_social_signal_experiment_social_signal_v2_think_false_b1_pilot18.csv,True,True,included,gemma4:e2b,social_signal_v2
v3_social_signal_experiment_social_signal_v2_think_false_b1_pilot18.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,social_signal_v2
v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_pilot18.csv,True,True,included,gemma4:e2b,social_signal_v3
v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_pilot18.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,social_signal_v3
v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_search237.csv,True,True,included,gemma4:e2b,social_signal_v3
v3_social_signal_experiment_social_signal_v3_think_false_v3_b1_search237.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,social_signal_v3
v3_social_signal_experiment_social_signal_v3_think_true_v3_b1_search237_think.csv,True,True,included,gemma4:e2b,social_signal_v3
v3_social_signal_experiment_social_signal_v3_think_true_v3_b1_search237_think.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,social_signal_v3
v3_social_signal_experiment_social_signal_v4_think_false_v4_b1_search237.csv,True,True,included,gemma4:e2b,social_signal_v4
v3_social_signal_experiment_social_signal_v4_think_false_v4_b1_search237.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,social_signal_v4
v3_social_signal_experiment_social_signal_v5_think_false_gemma4_e4b_v5_b1_search237.csv,True,True,included,gemma4:e4b,social_signal_v5
v3_social_signal_experiment_social_signal_v5_think_false_gemma4_e4b_v5_b1_search237.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e4b,social_signal_v5
v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237.csv,True,True,included,qwen3.5:9b,social_signal_v5
v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237.partial.csv,True,False,skipped_partial_duplicate_final_exists,qwen3.5:9b,social_signal_v5
v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30.csv,True,True,included,batiai/qwen3.6-35b:iq3,social_signal_v5
v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30.partial.csv,True,False,skipped_partial_duplicate_final_exists,batiai/qwen3.6-35b:iq3,social_signal_v5
v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30.csv,True,True,included,batiai/qwen3.6-35b:iq3,social_signal_v5
v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30.partial.csv,True,False,skipped_partial_duplicate_final_exists,batiai/qwen3.6-35b:iq3,social_signal_v5
v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_pilot18.csv,True,True,included,gemma4:e2b,social_signal_v5
v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_pilot18.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,social_signal_v5
v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_search237.csv,True,True,included,gemma4:e2b,social_signal_v5
v3_social_signal_experiment_social_signal_v5_think_false_v5_b1_search237.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,social_signal_v5
v3_social_signal_final_comparison_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_social_signal_final_per_factor_report.csv,False,False,not_prediction_file,unknown,unknown
v3_social_signal_final_sentiment_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_social_signal_model_sweep_comparison_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_social_signal_model_sweep_grid_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_social_signal_model_sweep_per_factor.csv,False,False,not_prediction_file,unknown,unknown
v3_social_signal_model_sweep_raw_status.csv,False,False,not_prediction_file,unknown,unknown
v3_social_signal_model_sweep_sentiment_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_social_signal_model_sweep_strength_detailed_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_social_signal_model_sweep_strength_metrics.csv,False,False,not_prediction_file,unknown,unknown
v3_social_signal_per_factor_report.csv,False,False,not_prediction_file,unknown,unknown
v3_social_signal_v4_comparison_metrics.csv,False,False,not_prediction_file,unknown,social_signal_v4
v3_social_signal_with_strength_breakdown_metrics.csv,False,False,not_prediction_file,unknown,unknown
v4_social_signal_experiment_metrics_qwen36_35b_iq3_compact_b1_first3.csv,False,False,not_prediction_file,batiai/qwen3.6-35b:iq3,unknown
v4_social_signal_experiment_metrics_qwen36_35b_iq3_compact_b1_first4.csv,False,False,not_prediction_file,batiai/qwen3.6-35b:iq3,unknown
v4_social_signal_experiment_metrics_qwen36_35b_iq3_compact_b1_first4_old_multilabel.csv,False,False,not_prediction_file,batiai/qwen3.6-35b:iq3,unknown
v4_social_signal_experiment_metrics_v4_prompt_think_false_b1_pilot18.csv,False,False,not_prediction_file,gemma4:e2b,v4_prompt
v4_social_signal_experiment_metrics_v4_prompt_think_false_compact_b1_ctx16k_pilot18.csv,False,False,not_prediction_file,gemma4:e2b,v4_prompt
v4_social_signal_experiment_metrics_v4_prompt_think_false_compact_b1_ctx16k_text6k_pilot18.csv,False,False,not_prediction_file,gemma4:e2b,v4_prompt
v4_social_signal_experiment_metrics_v4_prompt_think_false_compact_b1_search237.csv,False,False,not_prediction_file,gemma4:e2b,v4_prompt
v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18.csv,True,True,included,gemma4:e2b,v4_prompt
v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,v4_prompt
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18.csv,True,True,included,gemma4:e2b,v4_prompt
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,v4_prompt
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_search237.partial.csv,True,True,included,gemma4:e2b,v4_prompt
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_text6k_pilot18.csv,True,True,included,gemma4:e2b,v4_prompt
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_text6k_pilot18.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,v4_prompt
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_search237.csv,True,True,included,gemma4:e2b,v4_prompt
v4_social_signal_experiment_v4_prompt_think_false_compact_b1_search237.partial.csv,True,False,skipped_partial_duplicate_final_exists,gemma4:e2b,v4_prompt
v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial.csv,True,True,included,batiai/qwen3.6-35b:iq3,v4_prompt
